aoa,cl,cd
20.4847,1.32501,0.01289734
18.2997,1.39235,0.01388039
16.1817,1.48441,0.0161982
14.2927,1.56987,0.0
12.3351,1.53161,0.01742425
10.342,1.39112,0.01386244
8.31466,1.18472,0.01073991
6.15968,1.03935,0.00826805
4.06818,0.82974,0.0072395
2.20601,0.64658,0.00674901
-0.144834,0.435408,0.00663122
-4.38942,0.006679,0.00683625
-6.15306,-0.201007,0.00755234
-8.33868,-0.405351,0.00817157
-10.1672,-0.631069,0.00939763
-12.449,-0.830357,0.0
-14.3019,-0.879693,0.0
-16.2157,-0.848301,0.0
-18.2869,-0.716464,0.00991372
