aoa,cd
20.2713,-0.06959175
18.2475,-0.06174825
16.1582,-0.06133875
14.2323,-0.0654695
12.2087,-0.07290075
10.2511,-0.0799165
8.13128,-0.0865175
6.11139,-0.082804
3.99326,-0.0881645
2.03905,-0.0910495
-0.174599,-0.092284
-1.93197,-0.09393075
-4.24155,-0.094752
-6.09511,-0.0959855
-8.24041,-0.0963945
-10.1574,-0.09597975
