aoa,cl,cd
24.0227,1.52662,0.0
22.8388,1.5267,0.0
22.1987,1.53001,0.0
21.1426,1.52845,0.0
20.0543,1.53179,0.0
18.1658,1.5009,0.0
17.0455,1.46179,0.0
16.0212,1.4194,0.0
14.0362,1.35257,0.0
12.0192,1.25798,0.0
10.0979,1.16989,0.0
8.88075,1.14546,0.0
8.04794,1.121,0.0
6.9267,1.09493,0.01566411
6.09403,1.04107,0.00850397
5.00504,0.975784,0.00567308
4.07644,0.887621,0.00513324
-0.118308,0.450009,0.00489305
-1.14297,0.332428,0.00540477
-2.03945,0.218107,0.00599527
-4.40976,-0.004007,0.00650144
-4.4418,-0.005641,0.00650487
-6.2672,-0.222874,0.00731972
-8.41339,-0.445026,0.00823873
-10.1749,-0.66392,0.00950089
