cl,cm
1.18209,-0.0286565
1.05113,-0.02671425
0.902516,-0.02765325
0.718651,-0.0294405
0.536293,-0.0275385
0.3442,-0.03343325
0.124791,-0.0274595
-0.069137,-0.028026
-0.288849,-0.02820275
-0.510316,-0.0279705
-0.728733,-0.03225325
-0.916761,-0.0402115
-1.09685,-0.04611275
-1.24487,-0.0561005
