cl,cm
1.47841,-0.02353563
1.42186,-0.0280635
1.34122,-0.026407
1.1638,-0.0276255
0.967114,-0.0288415
0.7576,-0.03334975
0.334204,-0.03248125
0.226453,-0.0287665
0.123514,-0.028756
-0.095114,-0.02585475
-0.228552,-0.03077675
-0.299158,-0.02213373
-0.535312,-0.02868925
-0.755249,-0.03277675
-0.8451,-0.03276725
-0.944564,-0.03398925
