cl,cm
1.21413,-0.04218475
1.03729,-0.03903875
0.910236,-0.0387245
0.738089,-0.04008475
0.562646,-0.047192
0.41128,-0.05018025
0.164796,-0.0417495
-0.060876,-0.0378145
-0.059265,-0.03822375
-0.257652,-0.04206925
-0.475501,-0.04223425
