cl,cd
0.871315,0.0200968
0.790926,0.0149567
0.580573,0.0109935
0.482194,0.0102926
0.366139,0.00975496
0.261415,0.00951096
0.153462,0.00931591
0.037509,0.00939844
-0.065487,0.00982381
-0.171641,0.0105759
-0.27762,0.0120797
-0.386271,0.0157734
-0.475424,0.0262698
