aoa,cl
20.4513,0.714814
19.358,1.05791
18.4585,1.28885
17.2423,1.33322
16.4107,1.32979
14.4293,1.24364
12.4167,1.12284
10.4366,0.975642
8.26471,0.83998
6.38127,0.677973
5.16756,0.610132
4.30504,0.570399
2.26304,0.362197
0.061417,0.153994
-1.82009,-0.0623841
-2.71301,-0.161485
-3.95736,-0.26723
-5.74283,-0.470352
