cl,cm
1.39732,-0.04163575
1.26395,-0.04050725
1.11447,-0.04267025
0.947233,-0.04238725
0.750962,-0.03925475
0.549768,-0.038586
0.490193,-0.042734
0.396786,-0.04731875
0.150291,-0.042171
-0.052815,-0.038219
-0.265719,-0.042486
-0.486802,-0.0426535
-0.701576,-0.051446
-0.879312,-0.0606255
-1.03935,-0.06897325
-1.16227,-0.07811725
