aoa,cl,cd
22.0895,1.18875,0.02001305
20.3228,1.51476,0.0
19.0065,1.58646,0.0
18.1396,1.62232,0.0
16.2775,1.56521,0.0
14.0291,1.45751,0.0
12.1332,1.34812,0.0
10.0113,1.19787,0.02048308
8.30658,1.0492,0.01480589
6.08606,0.879189,0.01151564
4.18635,0.735252,0.00807846
2.93015,0.661591,0.00539184
1.96347,0.563424,0.00414342
-0.002988,0.337574,0.00402845
-2.09963,0.096854,0.0050931
-3.03554,-0.027632,0.00647789
-4.03621,-0.143983,0.00725814
-6.16745,-0.360443,0.00830078
-8.20306,-0.577009,0.0096536
-10.3367,-0.788808,0.0119454
-12.1482,-0.984258,0.01526042
-14.2187,-1.10611,0.0
-16.2817,-0.385456,0.00843927
