aoa,cl,cd
20.3829,0.950028,0.00750296
18.4526,1.37251,0.01400063
17.7769,1.75613,0.0
17.1972,1.73978,0.0
16.1988,1.7071,0.0
14.2341,1.55846,0.01846154
12.044,1.38206,0.01421406
10.0473,1.18608,0.00990091
4.09044,0.559052,0.00645625
2.25568,0.327252,0.00627909
-0.191311,0.118253,0.00608405
-1.86486,-0.085766,0.00734798
-4.21488,-0.299625,0.00759717
-6.08137,-0.511783,0.00787415
-10.039,-0.967036,0.0
-12.2922,-1.14986,0.0
-14.2252,-1.2137,0.0
-16.2668,-0.681001,0.00873587
-18.1374,-0.69266,0.00879525
