cl,cm
1.35085,-0.05950275
1.26872,-0.05875
1.10599,-0.06011275
0.939952,-0.06557925
0.720607,-0.0604275
0.488181,-0.0606175
0.215194,-0.057556
-0.012763,-0.060616
-0.234398,-0.05997525
-0.449712,-0.05973975
-0.681407,-0.0665065
-0.890533,-0.06462275
-1.09008,-0.06807775
-1.22479,-0.06613175
