aoa,cd
6.35383,-0.3760925
5.13842,-0.36422
4.49897,-0.3564375
3.64123,-0.3174875
2.75113,-0.279765
2.12084,-0.22439825
1.03552,-0.2006175
0.269428,-0.1833955
-0.691339,-0.1776605
-2.77513,-0.17480675
-4.53806,-0.16948775
-6.65437,-0.165402
-8.57703,-0.1535165
-10.596,-0.14039875
-11.6643,-0.02178713
-11.3434,0.14404025
