aoa,cl,cd
22.2142,-0.104697,0.0
20.447,-0.100159,0.0
18.1985,-0.092748,0.0
16.3037,-0.086164,0.0
15.051,-0.084503,0.0
12.0639,-0.081581,0.0
10.1677,-0.08809,0.0
8.1437,-0.09255,0.0
6.08793,-0.097008,0.0
4.2264,-0.094517,0.0
1.94769,-0.093245,0.0
0.151278,-0.08912,0.0
-2.03081,-0.089895,0.0
-2.86397,-0.084564,0.0
-3.98632,-0.082088,0.0
-8.05829,-0.074652,0.0
-10.142,-0.071751,0.0
-12.001,-0.068855,0.0
-13.9869,-0.061053,0.0
-14.9741,-0.028752,0.0
-15.9342,-0.021788,0.0
-17.9737,0.034629,0.0
-20.0859,0.046507,0.0
