cl,cd
1.05947,0.0205999
0.903815,0.0139254
0.724437,0.0108076
0.535378,0.00765557
0.350998,0.00397727
0.128346,0.00398829
-0.071844,0.00661003
-0.291523,0.00782094
-0.506554,0.00893424
-0.713682,0.0105087
-0.908073,0.0125941
-1.09452,0.0156187
-1.23759,0.0196001
