aoa,cl,cd
14.4609,-0.149506,0.0
13.5988,-0.136368,0.0
13.0829,-0.043205,0.0
12.0556,-0.045245,0.0
10.9001,-0.046464,0.0
9.84138,-0.045631,0.0
8.94247,-0.046442,0.0
7.88297,-0.047251,0.0
6.7598,-0.046007,0.0
5.82953,-0.043534,0.0
3.71072,-0.041868,0.0
1.78374,-0.041435,0.0
-0.303364,-0.038126,0.0
-2.26281,-0.03605,0.0
-4.02901,-0.031511,0.0
-6.24634,-0.02902,0.0
-7.17877,-0.029009,0.0
-8.16977,-0.011742,0.0
-8.10253,-0.003115,0.0
-8.10239,-0.002704,0.0
-8.9981,0.011276,0.0
-9.9158,0.055248,0.0
-10.8401,0.079913,0.0
-11.5443,0.090197,0.0
-12.8945,0.092688,0.0
