cl,cm
0.745174,-0.01007255
0.634949,-0.00590223
0.427437,-0.0037742
0.181049,-0.00783707
0.017543,-0.00820208
-0.202388,-0.00689802
-0.462545,-0.00723455
-0.644765,-0.0014044
