aoa,cl,cd
24.2962,-0.108133,0.0
22.3108,-0.085248,0.0
20.2292,-0.063589,0.0
18.9786,-0.034956,0.0
18.2426,-0.034148,0.0
16.1619,-0.027219,0.0
14.178,-0.028475,0.0
12.0346,-0.035465,0.0
10.0187,-0.038769,0.0
8.00274,-0.040844,0.0
6.1146,-0.0421,0.0
3.97058,-0.044996,0.0
2.91521,-0.051561,0.0
2.05103,-0.051574,0.0
-0.030066,-0.047101,0.0
-1.98353,-0.040579,0.0
-4.03226,-0.040199,0.0
-6.17753,-0.036954,0.0
-8.16246,-0.036164,0.0
-10.0191,-0.03701,0.0
-12.2921,-0.037861,0.0
-14.1487,-0.039935,0.0
-16.1675,-0.029728,0.0
-16.9427,0.008754,0.0
-18.0704,0.048466,0.0
-20.3477,0.067278,0.0
