cl,cm
1.46585,-0.01096898
1.29555,-0.0097205
1.11879,-0.01134833
0.914765,-0.00968585
0.69788,-0.00925515
0.283426,-0.00675175
0.072986,-0.0071436
-0.16314,-0.00671125
-0.359104,-0.0071044
-0.566301,-0.0070856
-0.781518,-0.00665515
-0.985489,-0.00828023
-1.175,-0.01031743
-1.35807,-0.009479
