cl,cd
1.29107,0.0158163
1.23773,0.0134403
1.02311,0.0101601
0.810046,0.00830456
0.608261,0.00741664
0.508076,0.00662755
0.432012,0.00549334
0.391527,0.00481922
0.259012,0.00435773
0.042529,0.00437206
-0.015534,0.00488118
-0.081606,0.00570258
-0.283182,0.00757486
-0.523873,0.0082965
