aoa,cl
23.6196,1.13175
22.3294,1.28173
21.3266,1.48077
20.5235,1.45944
19.173,1.46416
18.2726,1.46894
17.2448,1.44104
16.3453,1.4246
15.1571,1.39179
14.1617,1.36227
13.1992,1.31644
12.302,1.2494
10.9864,1.19864
10.1535,1.13489
8.23239,0.981288
6.09014,0.762492
4.07502,0.591079
3.69176,0.548658
2.0316,0.36108
1.20088,0.284421
0.116558,0.150752
0.084635,0.147492
-2.94507,-0.19631
-4.09361,-0.308702
-4.98583,-0.411277
-6.00565,-0.521973
-8.26871,-0.748189
-10.1163,-0.936882
-10.9435,-1.03281
-12.1243,-1.11253
-13.0814,-1.17759
-14.1023,-1.24589
-14.9,-1.29631
-16.1468,-1.33865
-17.0174,-1.26247
-18.1419,-1.22364
-18.9129,-1.19776
-20.1692,-1.11185
-21.3023,-0.964203
