aoa,cl
20.2582,1.05728
19.4946,1.23117
18.1239,1.27394
17.2631,1.30027
16.2109,1.3299
15.318,1.35787
14.1372,1.32027
13.1793,1.2728
12.2211,1.19907
9.98453,1.03519
8.03414,0.844951
6.05074,0.633299
5.02686,0.53319
4.0983,0.410062
2.91422,0.311558
1.85759,0.203171
0.864716,0.0964013
-0.064652,-0.0251814
-1.09017,-0.146789
-1.63475,-0.192808
-2.24325,-0.232257
-3.17271,-0.32432
-4.10273,-0.437775
-5.09695,-0.551254
-6.31545,-0.663119
-8.27248,-0.863874
-10.2622,-1.05648
-12.1878,-1.21295
-13.3108,-1.28051
