aoa,cl,cd
12.9544,0.848252,0.00850284
11.4832,0.897261,0.00892049
10.9367,1.15834,0.01236786
9.88245,1.07193,0.01096405
9.46764,0.987098,0.00997155
8.89193,0.990388,0.01001004
7.96551,0.876188,0.00867394
5.95197,0.65751,0.00743456
3.80944,0.440367,0.00610785
2.88191,0.327673,0.00586329
1.73006,0.208419,0.00562396
1.34611,0.159401,0.00513607
0.802024,0.103842,0.00427299
-0.0621,-0.007293,0.00407403
-0.926485,-0.105375,0.00428325
-1.79117,-0.182225,0.00545013
-2.11137,-0.226373,0.00559495
-3.10439,-0.3196,0.00590079
-4.22569,-0.448829,0.00635161
-6.30892,-0.674659,0.00742457
-8.26482,-0.895677,0.00878498
-10.2217,-1.08569,0.0
