cl,cm
1.307,-0.0466825
1.23998,-0.04101275
1.08191,-0.0410695
0.890172,-0.0419525
0.666278,-0.0444765
0.435775,-0.0433385
0.208263,-0.03893725
-0.009852,-0.0410535
-0.257065,-0.03869375
-0.459525,-0.0391735
