cl,cm
1.21987,-0.04128825
1.1261,-0.0347065
0.961091,-0.03806925
0.762181,-0.04185525
0.602161,-0.0431485
0.392113,-0.04487075
0.169283,-0.04329325
-0.027683,-0.046249
-0.213261,-0.0479615
-0.459999,-0.046805
-0.611403,-0.03819075
-0.838508,-0.0316685
