cl,cd
1.60474,0.0215835
1.50494,0.0169723
1.36846,0.013664
1.1936,0.0113495
0.975453,0.00955632
0.883867,0.00810398
0.795405,0.00632451
0.564321,0.005721
0.325126,0.00552569
0.098761,0.00608221
0.002475,0.0067529
-0.122855,0.00694971
-0.347877,0.00747424
-0.569691,0.00858801
-0.791555,0.0100296
-0.987622,0.0120936
