cl,cm
1.11565,-0.04554775
0.988588,-0.04524725
0.864685,-0.04781
0.644196,-0.048409
0.454224,-0.04734375
0.202962,-0.0467405
0.00962,-0.04321875
-0.228976,-0.04547175
-0.420904,-0.0485055
-0.674205,-0.04872325
