cl,cm
1.35125,-0.0264495
1.22252,-0.0252565
1.04064,-0.02734475
0.855404,-0.0273915
0.629774,-0.02908375
0.413611,-0.026276
0.274832,-0.027129
0.031011,-0.028418
-0.246968,-0.02807925
-0.471806,-0.02649775
-0.683807,-0.02941875
-0.882969,-0.03479725
