cl,cm
1.24279,-0.02492238
1.08627,-0.02791475
0.926474,-0.03214
0.737832,-0.03229325
0.528286,-0.0295945
0.469062,-0.03333175
0.424264,-0.02721875
0.336198,-0.03220975
0.119986,-0.02664325
0.070312,-0.02709325
0.031856,-0.02466283
-0.072343,-0.0280285
-0.290454,-0.0286145
-0.513528,-0.02838375
