aoa,cl,cd
13.8148,0.837618,0.0
12.0486,0.848674,0.0
10.9141,0.907904,0.0
9.93639,0.967087,0.0
8.89049,0.969591,0.0
7.99991,0.939481,0.0
6.81903,0.86242,0.0
5.7968,0.806265,0.01255133
4.86586,0.704375,0.00852234
3.93426,0.61212,0.00748323
2.87164,0.492085,0.00685838
1.77563,0.376771,0.00623908
1.32384,0.329619,0.0048824
0.871973,0.285702,0.00390481
-0.164338,0.150415,0.00369732
-0.746349,0.098245,0.00373618
-1.20015,0.046004,0.00524622
-2.39933,-0.068369,0.00626119
-3.24584,-0.186241,0.00669081
-4.28579,-0.282945,0.00737496
-5.32846,-0.396211,0.01688807
