aoa,cl,cd
14.1916,0.867449,0.00835816
13.3032,0.988937,0.00943348
12.2752,1.37126,0.0
11.2097,1.28282,0.01416027
10.0806,1.20258,0.01193087
9.17489,1.11081,0.01082515
8.07589,1.01085,0.00962744
7.10573,0.919063,0.00881501
6.00556,0.80922,0.00784275
5.19412,0.69933,0.0072507
4.02925,0.587812,0.00678811
3.02472,0.476261,0.00642972
2.02109,0.377826,0.00577408
1.50302,0.326961,0.00467354
1.11393,0.282652,0.00422315
-2.09489,-0.05714,0.00566187
-3.13274,-0.170446,0.00624695
-4.00854,-0.265704,0.0063974
-5.24046,-0.3889,0.00707129
-6.1806,-0.480903,0.00748978
-7.15527,-0.599218,0.00854671
-8.12927,-0.707689,0.0096214
-9.31882,-0.701096,0.00955608
-10.3137,-0.673133,0.00927903
-11.1801,-0.646813,0.00901826
-12.3036,-0.615553,0.00870855
-13.3666,-0.628686,0.00883867
-14.3944,-0.604001,0.0085941
