aoa,cl,cd
20.4574,0.81464,0.01049455
18.4853,0.720881,0.00965671
16.3212,0.719056,0.00964605
15.4296,0.76662,0.00992399
14.4424,0.814187,0.01048899
13.4211,1.30221,0.02195329
12.3381,1.25286,0.01962917
10.4269,1.09169,0.01517416
8.41948,0.935391,0.01197696
6.37976,0.760964,0.00989094
4.14843,0.53714,0.00850817
3.12824,0.428505,0.00535904
2.71359,0.403792,0.00416902
2.07575,0.351096,0.00409262
0.034714,0.13376,0.00409559
-0.858311,0.030025,0.00447238
-1.369,0.006923,0.00493708
-1.91117,-0.067168,0.00640487
-4.14478,-0.291221,0.00787205
-6.05981,-0.482375,0.00955437
-8.19903,-0.676914,0.01148526
-10.211,-0.866541,0.0
