aoa,cl
20.2233,1.28604
18.108,1.46662
17.2118,1.48129
16.2841,1.46305
15.2581,1.54844
14.1703,1.52689
13.1155,1.45926
12.1882,1.41469
10.1431,1.24983
8.2591,1.04221
5.92615,0.857538
4.96826,0.747141
4.23447,0.640078
3.53136,0.584013
3.02028,0.532921
2.03067,0.411003
1.00877,0.298948
-0.013045,0.183603
-1.16281,0.0616522
-2.21672,-0.0520558
-3.20617,-0.178905
-4.1325,-0.272851
-5.21821,-0.39479
-6.14381,-0.513401
-8.02754,-0.734187
-10.2314,-0.96492
-12.0527,-1.13637
-14.1968,-1.24053
-15.1263,-1.24572
-16.1847,-1.23286
-17.2758,-1.20521
-18.3053,-1.11012
-20.1401,-0.926423
