cl,cd
1.41375,0.0185795
1.38351,0.0188434
1.32068,0.0170375
1.17587,0.0132473
0.985131,0.0103629
0.775655,0.00879239
0.561486,0.00759935
0.455996,0.00701098
0.373938,0.00404412
0.327503,0.00334001
0.274832,0.00334097
0.153509,0.00331039
-0.053678,0.00554485
-0.272342,0.00691131
-0.497575,0.00795034
-0.694067,0.00976139
-0.885853,0.0120667
