cl,cd
1.3641,0.0305594
1.24853,0.0189003
1.11638,0.0133648
0.963961,0.0106569
0.874964,0.00895205
0.800704,0.00565364
0.692017,0.00504926
0.581583,0.0046069
0.365053,0.00443747
0.234879,0.004694
0.110972,0.00516279
-0.093759,0.00664066
-0.329339,0.00766317
-0.549123,0.00857332
-0.780657,0.0101871
