aoa,cl,cd
13.3989,0.900288,0.0091353
12.2829,0.977151,0.00989887
11.4111,1.29057,0.0
10.8622,1.24826,0.0
10.3441,1.19126,0.01373607
9.8919,1.15707,0.01306835
9.24581,1.10822,0.01211433
8.24224,1.01207,0.01024576
6.3949,0.826147,0.00839877
4.28464,0.595935,0.00715411
3.24542,0.488097,0.00660284
2.27081,0.38838,0.00542788
1.26262,0.278797,0.00342325
0.027929,0.164253,0.00336233
-0.820836,0.048,0.00389421
-1.76595,-0.060115,0.00571307
-2.93795,-0.174844,0.00600297
-3.94909,-0.287992,0.00651494
-5.93982,-0.506254,0.00796131
-8.09433,-0.726395,0.0098603
-8.94489,-0.825026,0.0
-10.0322,-0.703628,0.00966326
-11.1615,-0.67419,0.0094085
