cl,cm
1.22364,-0.04853975
1.16564,-0.049406
1.06249,-0.05727825
0.904491,-0.05986725
0.689944,-0.06250375
0.473651,-0.0598085
0.21519,-0.05878775
0.013112,-0.06059475
-0.202032,-0.05994875
