cl,cd
1.1168,0.0238585
1.06665,0.0159118
0.9319,0.0110203
0.883336,0.00983835
0.845501,0.00613181
0.734317,0.00570259
0.508838,0.00569647
0.281572,0.0052475
0.188125,0.00542534
0.127114,0.00685083
0.065946,0.0074399
-0.161373,0.00799212
-0.390331,0.00918488
-0.61131,0.0106906
-0.806422,0.0135452
