aoa,cd
20.2443,-0.0683715
18.421,-0.057306
16.2761,-0.02027175
14.4856,-0.01992713
12.1838,-0.02455058
10.3296,-0.02668275
8.31564,-0.03047025
6.33337,-0.0297205
4.12779,-0.03433975
2.94501,-0.03562175
2.20954,-0.0335875
0.00323,-0.02831025
-0.85992,-0.028343
-3.86527,-0.02433305
-5.81557,-0.02110803
