aoa,cl,cd
14.3326,0.779123,0.00859858
13.2796,0.887894,0.00948805
12.1962,1.24686,0.01550573
11.3331,1.17461,0.01398395
10.2778,1.07439,0.01204959
8.03817,0.880448,0.00942266
7.33379,0.799842,0.0087267
5.2199,0.584275,0.00735411
3.3607,0.361943,0.00589957
1.17962,0.118046,0.00530997
-1.80544,-0.175524,0.00557113
-2.92957,-0.282798,0.00622412
-4.05423,-0.400016,0.00680931
-4.47202,-0.439651,0.00704006
-4.89014,-0.500756,0.00750134
-5.37273,-0.576736,0.00796737
-5.8548,-0.606485,0.00807006
-8.2358,-0.879215,0.01093833
-10.0056,-1.00663,0.01334032
-10.8751,-1.08607,0.01510099
-12.0931,-0.796885,0.00972975
