cl,cm
1.17249,-0.05672775
1.07421,-0.05561275
1.00339,-0.061079
0.938931,-0.06033425
0.868014,-0.05918425
0.722967,-0.058956
0.506938,-0.0563365
0.265067,-0.0545765
0.050576,-0.0569185
-0.425411,-0.0587675
-0.623959,-0.05943475
-0.853241,-0.0613835
