aoa,cl,cd
23.9343,-0.115219,0.0
21.9793,-0.098497,0.0
20.184,-0.093235,0.0
18.0046,-0.045383,0.0
16.2092,-0.017992,0.0
14.0273,-0.018465,0.0
12.1978,-0.023435,0.0
10.0146,-0.027598,0.0
7.99141,-0.032577,0.0
6.03201,-0.034275,0.0
1.95044,-0.04916,0.0
0.086153,-0.045527,0.0
-2.06833,-0.048465,0.0
-3.93376,-0.048113,0.0
-6.15348,-0.046131,0.0
-8.18064,-0.042501,0.0
-10.1763,-0.041741,0.0
-12.1406,-0.046727,0.0
-14.1696,-0.04761,0.0
-16.1653,-0.021809,0.0
-18.1608,0.011797,0.0
-20.1254,0.032273,0.0
-22.2856,0.028111,0.0
-24.2504,0.059271,0.0
