aoa,cl
20.4818,1.49908
19.0473,1.5123
18.2508,1.46693
17.2306,1.44434
16.3374,1.43472
15.443,1.50636
14.0388,1.4822
13.2412,1.42216
12.3158,1.34423
11.1987,1.22888
10.1449,1.12649
8.09973,0.931337
6.14929,0.68062
4.22881,0.489996
3.01178,0.353044
2.05062,0.216026
1.02482,0.0968916
0.094786,-0.01413
0.030629,-0.0206627
-0.996107,-0.133373
-2.11965,-0.231444
-3.14732,-0.360589
-4.2076,-0.479993
-4.97903,-0.583065
-5.97583,-0.681303
-8.03514,-0.92045
-9.9997,-1.15652
-10.9986,-1.2468
-12.03,-1.32074
-13.0942,-1.40619
-14.0297,-1.48672
-15.2546,-1.39036
-16.0933,-1.38893
-17.0937,-1.38919
-18.2872,-1.30916
-19.4796,-1.10289
