aoa,cl,cd
24.1949,1.3676,0.0
22.1734,1.4964,0.0
20.3134,1.51437,0.0
18.1645,1.51767,0.0
16.2409,1.45084,0.0
14.0922,1.38236,0.0
12.072,1.28124,0.0
9.9869,1.19478,0.0
8.99258,1.13931,0.0
8.15892,1.07568,0.01556922
7.10053,1.00388,0.01133755
6.00968,0.941859,0.00979413
4.98327,0.866782,0.00749456
4.47021,0.821083,0.00596985
4.05381,0.763964,0.00502554
2.00244,0.533825,0.00466574
0.047066,0.310186,0.00445286
-0.881738,0.168176,0.00468713
-1.55619,0.138756,0.00532593
-2.06954,0.094662,0.00591512
-3.16004,-0.016378,0.00655033
-4.05758,-0.130672,0.00705827
-6.39944,-0.367499,0.00809126
-8.22765,-0.576563,0.00922127
-10.2809,-0.802001,0.01045316
