aoa,cl,cd
19.3786,1.06801,0.0100167
18.3178,1.14817,0.01103333
17.1284,1.29539,0.01303869
16.2282,1.38537,0.0
15.4245,1.48843,0.0
14.0742,1.53918,0.0
13.1099,1.44763,0.0
12.1777,1.36426,0.0
10.0565,1.17138,0.0113277
9.06035,1.06024,0.00991816
8.12846,0.973621,0.00882067
6.04005,0.744833,0.00735699
4.94778,0.627185,0.00671233
4.01617,0.534056,0.00637866
1.99257,0.323308,0.0056807
-1.95725,-0.125879,0.00637891
-4.01204,-0.349602,0.00676694
-8.98738,-0.870395,0.00970656
-10.2389,-1.00914,0.01072394
-11.1053,-1.1038,0.0125873
-12.1001,-1.19192,0.0
-12.9992,-1.2033,0.0
-14.2521,-1.14772,0.01345185
-15.1522,-1.05134,0.01155464
-16.2127,-0.964741,0.01036396
-18.2048,-0.856863,0.00961227
